ts,apf,avoltage,acurrent,awattage,bpf,bvoltage,bcurrent,bwattage
1606969204,739,12048,560,49,607,12051,800,58
1606969206,739,12050,560,49,631,12053,800,60
1606969208,737,12037,560,49,629,12040,800,60
1606969210,737,12046,560,49,629,12049,800,60
1606969212,743,12119,560,49,619,12122,800,59
1606969214,745,12140,560,49,622,12143,800,60
1606969216,743,12128,560,49,613,12132,800,59
1606969218,745,12139,560,49,616,12142,800,59
1606969220,745,12136,560,49,613,12139,800,59
1606969222,743,12139,560,49,617,12142,800,59
1606969224,743,12132,560,49,621,12135,800,60
1606969226,745,12143,560,50,618,12147,800,59
1606969228,742,12127,560,49,617,12130,800,59
1606969230,742,12140,560,49,618,12143,760,56
1606969232,742,12127,560,49,623,12130,760,57
1606969234,742,12143,560,50,621,12146,760,57
1606969236,740,12135,560,49,622,12142,760,57
1606969238,742,12149,560,50,623,12152,760,57
1606969240,742,12143,560,50,626,12146,760,57
1606969242,742,12148,560,50,626,12151,760,57
1606969244,740,12130,560,49,628,12133,760,57
1606969246,740,12140,560,49,622,12144,760,57
1606969248,739,12131,560,49,630,12134,760,57
1606969250,739,12136,560,49,620,12139,760,57
1606969252,737,12124,560,49,627,12128,760,57
1606969254,737,12129,560,49,626,12133,760,57
1606969256,739,12139,560,49,626,12142,760,57
1606969258,737,12131,560,49,625,12134,760,57
1606969260,739,12139,560,49,626,12142,760,57
1606969262,737,12130,560,49,631,12133,760,58
1606969264,739,12141,560,49,625,12144,760,57
1606969266,737,12134,560,49,623,12137,760,57
1606969268,737,12141,560,49,621,12145,760,57
1606969270,736,12129,560,49,618,12132,760,56
1606969272,737,12140,560,49,622,12143,760,57
1606969274,737,12136,560,49,622,12139,760,57
1606969276,736,12137,560,49,628,12140,760,57
1606969278,736,12125,560,49,622,12128,760,57
1606969280,736,12138,560,49,628,12141,760,57
1606969282,731,12108,560,48,613,12111,760,56
1606969284,727,12038,560,48,628,12041,760,57
1606969286,727,12032,560,48,630,12035,760,57
1606969288,727,12046,560,48,627,12050,760,57
1606969290,727,12036,560,48,628,12040,760,57
1606969292,764,12045,520,47,620,12048,800,59
1606969294,762,12034,520,47,625,12037,800,60
1606969296,764,12043,520,47,625,12046,800,60
1606969298,762,12038,520,47,627,12041,760,57
1606969300,762,12041,520,47,628,12044,760,57
1606969302,761,12032,520,47,619,12035,800,59
1606969304,761,12044,520,47,626,12047,800,60
1606969306,762,12040,520,47,632,12043,800,60
1606969308,762,12043,520,47,620,12046,800,59
1606969310,761,12036,520,47,628,12039,760,57
1606969312,762,12042,520,47,625,12045,800,60
1606969314,761,12040,520,47,623,12043,800,59
1606969316,761,12049,520,47,621,12053,800,59
1606969318,761,12040,520,47,626,12043,760,56
1606969320,759,12046,520,47,613,12049,800,58
1606969322,730,12127,560,48,628,12130,760,57
1606969324,748,12138,520,47,627,12142,760,57
1606969326,766,12125,520,48,629,12129,760,57
1606969328,748,12140,520,47,631,12143,760,58
1606969330,766,12132,520,48,630,12135,760,57
1606969332,767,12136,520,48,633,12139,760,58
1606969334,728,12128,560,48,608,12131,800,58
1606969336,728,12137,560,48,609,12140,800,59
1606969338,728,12117,560,48,604,12120,800,57
1606969340,728,12131,560,48,605,12134,800,58
1606969342,727,12120,560,48,606,12124,800,58
1606969344,728,12134,560,48,606,12137,800,58
1606969346,727,12122,560,48,612,12125,800,59
1606969348,727,12128,560,48,611,12132,800,59
1606969350,727,12122,560,48,609,12125,760,56
1606969352,727,12133,560,48,612,12136,760,56
1606969354,762,12118,520,48,614,12121,760,56
1606969356,762,12125,520,48,612,12128,760,56
1606969358,725,12132,560,48,611,12135,760,56
1606969360,761,12121,520,47,612,12125,760,56
1606969362,762,12129,520,48,612,12133,760,56
1606969364,762,12129,520,48,620,12132,760,57
1606969366,762,12133,520,48,617,12136,760,56
1606969368,761,12132,520,47,617,12135,760,56
1606969370,742,12140,520,46,614,12143,760,56
1606969372,761,12131,520,47,611,12134,760,56
1606969374,759,12121,520,47,614,12124,760,56
1606969376,759,12122,520,47,611,12125,760,56
1606969378,759,12126,520,47,612,12129,760,56
1606969380,757,12118,520,47,612,12121,760,56
1606969382,742,12139,520,46,608,12142,760,55
1606969384,757,12119,520,47,612,12122,760,56
1606969386,757,12132,520,47,613,12135,760,56
1606969388,748,12019,520,46,617,12023,760,56
1606969390,750,12032,520,46,620,12035,760,56
1606969392,748,12021,520,46,615,12024,760,55
1606969394,748,12031,520,46,622,12035,760,56
1606969396,750,12024,520,46,618,12027,760,56
1606969398,748,12017,520,46,604,12021,760,54
1606969400,746,12010,520,46,598,12014,760,54
1606969402,748,12027,520,46,603,12031,760,54
1606969404,750,12039,520,46,620,12042,760,56
1606969406,748,12032,520,46,621,12035,760,56
1606969408,746,12019,520,46,617,12022,760,56
1606969410,746,12039,520,46,618,12043,760,56
1606969412,745,12028,520,46,610,12031,800,58
1606969414,746,12040,520,46,607,12043,800,58
1606969416,745,12029,520,46,612,12032,800,58
1606969418,746,12050,520,46,616,12053,800,59
1606969420,743,12011,520,46,614,12014,800,58
1606969422,743,12028,520,46,608,12031,800,58
1606969424,741,12009,520,45,613,12012,800,58
1606969426,751,12118,520,47,600,12121,800,57
1606969428,750,12109,520,46,600,12112,800,57
1606969430,751,12119,520,47,620,12123,760,57
1606969432,750,12114,520,46,600,12117,800,57
1606969434,751,12123,520,47,608,12126,800,58
1606969436,750,12117,520,47,603,12121,800,57
1606969438,750,12124,520,47,606,12127,800,58
1606969440,750,12110,520,46,621,12114,760,57
1606969442,750,12119,520,47,623,12123,760,57
1606969444,748,12107,520,46,621,12110,760,57
1606969446,748,12110,520,46,618,12113,760,56
1606969448,748,12104,520,46,620,12108,760,57
1606969450,748,12112,520,46,628,12115,760,57
1606969452,748,12109,520,46,609,12116,800,58
1606969454,748,12117,520,47,626,12120,760,57
1606969456,746,12107,520,46,622,12110,760,57
1606969458,746,12102,520,46,622,12105,760,56
1606969460,746,12113,520,46,620,12116,760,57
1606969462,745,12102,520,46,618,12105,760,56
1606969464,746,12118,520,46,620,12122,760,57
1606969466,745,12108,520,46,619,12112,760,56
1606969468,748,12118,520,47,613,12122,800,58
1606969470,746,12113,520,46,626,12117,760,57
1606969472,748,12124,520,47,612,12127,760,56
1606969474,748,12119,520,47,609,12122,760,56
1606969476,748,12122,520,47,611,12125,760,56
1606969478,745,12111,520,46,604,12115,760,55
1606969480,746,12121,520,46,606,12124,760,55
1606969482,745,12111,520,46,623,12114,720,54
1606969484,746,12119,520,46,607,12122,760,55
1606969486,745,12107,520,46,628,12110,720,54
1606969488,745,12119,520,46,609,12122,760,56
1606969490,743,12111,520,46,611,12115,760,56
1606969492,754,12015,520,46,614,12019,760,55
1606969494,754,12006,520,46,617,12009,760,56
1606969496,754,12029,520,46,613,12032,760,55
1606969498,754,12022,520,46,613,12025,760,55
1606969500,754,12030,520,46,614,12033,760,55
1606969502,753,12016,520,46,613,12020,760,55
1606969504,753,12024,520,46,619,12027,760,56
1606969506,753,12014,520,46,617,12018,760,56
1606969508,756,12031,520,46,617,12034,760,56
1606969510,753,12020,520,46,614,12023,760,55
1606969512,753,12028,520,46,615,12031,760,55
1606969514,753,12022,520,46,610,12025,760,55
1606969516,753,12037,520,46,613,12040,760,55
1606969518,753,12025,520,46,610,12028,760,55
1606969520,753,12036,520,46,611,12039,760,55
1606969522,753,12025,520,46,618,12029,760,56
1606969524,753,12036,520,46,617,12039,760,56
1606969526,751,12026,520,46,621,12030,760,56
1606969528,753,12037,520,46,611,12040,760,55
1606969530,750,12025,520,46,612,12028,760,55
1606969532,758,12130,520,47,616,12133,760,56
1606969534,758,12116,520,47,618,12120,760,56
1606969536,756,12121,520,47,615,12124,760,56
1606969538,756,12115,520,46,619,12118,760,56
1606969540,758,12128,520,47,616,12132,760,56
1606969542,756,12113,520,46,622,12117,760,57
1606969544,758,12123,520,47,618,12127,760,56
1606969546,756,12112,520,46,608,12116,800,58
1606969548,756,12125,520,47,617,12128,760,56
1606969550,756,12116,520,47,616,12120,760,56
1606969552,756,12122,520,47,614,12125,760,56
1606969554,756,12118,520,47,617,12121,760,56
1606969556,754,12123,520,47,620,12126,760,57
1606969558,754,12122,520,47,617,12126,760,56
1606969560,754,12132,520,47,622,12135,760,57
1606969562,754,12128,520,47,618,12132,760,56
1606969564,754,12118,520,47,619,12121,760,56
1606969566,754,12128,520,47,615,12131,760,56
1606969568,753,12115,520,46,611,12119,760,56
1606969570,754,12123,520,47,618,12127,760,56
1606969572,754,12117,520,47,611,12120,760,56
1606969574,754,12127,520,47,620,12131,760,57
1606969576,753,12119,520,47,612,12122,760,56
1606969578,753,12125,520,47,620,12129,760,57
1606969580,751,12111,520,46,610,12114,760,56
1606969582,751,12111,520,46,611,12114,760,56
1606969584,751,12123,520,47,614,12126,760,56
1606969586,751,12123,520,47,614,12126,760,56
1606969588,751,12111,520,46,612,12114,760,56
1606969590,753,12128,520,47,620,12132,760,57
1606969592,751,12116,520,47,621,12119,720,54
1606969594,751,12127,520,47,607,12130,760,55
1606969596,750,12116,520,47,626,12120,720,54
1606969598,743,12024,520,46,613,12028,760,55
1606969600,741,12020,520,45,619,12023,720,53
1606969602,741,12029,520,45,618,12033,720,53
1606969604,741,12024,520,45,619,12027,720,53
1606969606,741,12038,520,45,612,12041,760,55
1606969608,741,12028,520,45,612,12031,760,55
1606969610,741,12034,520,45,609,12037,760,55
1606969612,740,12024,520,45,613,12027,760,55
1606969614,741,12031,520,45,611,12034,760,55
1606969616,740,12023,520,45,611,12027,760,55
1606969618,741,12027,520,45,618,12031,720,53
1606969620,740,12019,520,45,609,12022,760,55
1606969622,740,12032,520,45,616,12035,720,52
1606969624,740,12022,520,45,616,12026,720,52
1606969626,738,12029,520,45,612,12033,760,55
1606969628,738,12028,520,45,618,12032,720,53
1606969630,738,12032,520,45,613,12035,760,55
1606969632,738,12026,520,45,616,12030,720,52
1606969634,741,12045,520,45,613,12048,760,55
1606969636,746,12119,520,46,618,12122,720,53
1606969638,746,12124,520,46,602,12128,760,55
1606969640,746,12117,520,46,619,12121,720,53
1606969642,746,12127,520,46,619,12130,720,53
1606969644,745,12113,520,46,615,12116,720,53
1606969646,745,12125,520,46,622,12129,720,54
1606969648,743,12114,520,46,621,12118,720,54
1606969650,745,12127,520,46,606,12130,760,55
1606969652,741,12115,520,45,611,12118,760,56
1606969654,743,12124,520,46,609,12127,760,56
1606969656,741,12111,520,45,609,12115,760,56
1606969658,743,12125,520,46,609,12128,760,56
1606969660,741,12111,520,45,611,12115,760,56
1606969662,741,12120,520,46,610,12124,760,56
1606969664,740,12113,520,45,615,12117,760,56
1606969666,740,12109,520,45,610,12112,760,56
1606969668,741,12132,520,46,618,12135,760,56
1606969670,741,12120,520,46,617,12123,760,56
1606969672,741,12129,520,46,619,12132,760,56
1606969674,741,12122,520,46,618,12125,760,56
1606969676,741,12131,520,46,609,12134,760,56
1606969678,740,12116,520,46,611,12119,760,56
1606969680,741,12131,520,46,615,12135,760,56
1606969682,740,12116,520,46,616,12119,760,56
1606969684,738,12125,520,46,612,12128,760,56
1606969686,738,12114,520,45,612,12118,760,56
1606969688,740,12129,520,46,609,12132,760,56
1606969690,740,12119,520,46,614,12123,760,56
1606969692,740,12134,520,46,610,12138,760,56
1606969694,738,12121,520,46,617,12125,760,56
1606969696,740,12133,520,46,619,12137,760,56
1606969698,738,12124,520,46,611,12128,760,56
1606969700,758,12139,480,43,618,12143,760,56
1606969702,736,12127,520,46,615,12130,760,56
1606969704,769,12033,480,43,606,12036,760,55
1606969706,769,12026,480,43,606,12030,760,55
1606969708,770,12032,480,43,604,12035,760,54
1606969710,769,12026,480,43,604,12029,760,54
1606969712,769,12029,480,43,613,12033,720,52
1606969714,769,12026,480,43,612,12030,720,52
1606969716,769,12036,480,43,616,12040,720,52
1606969718,769,12026,480,43,619,12030,720,53
1606969720,769,12039,480,43,619,12042,720,53
1606969722,769,12026,480,43,615,12029,720,52
1606969724,769,12043,480,43,611,12046,720,52
1606969726,767,12031,480,43,613,12034,720,52
1606969728,769,12043,480,43,612,12046,720,52
1606969730,767,12035,480,43,616,12038,720,52
1606969732,767,12044,480,43,613,12048,760,55
1606969734,767,12033,480,43,614,12037,760,55
1606969736,769,12046,480,43,611,12050,760,55
1606969738,767,12037,480,43,616,12041,720,52
1606969740,767,12046,480,43,609,12050,760,55
1606969742,753,12127,480,43,609,12130,720,52
1606969744,755,12136,480,43,616,12139,720,53
1606969746,753,12128,480,43,614,12131,720,53
1606969748,753,12137,480,43,612,12141,720,53
1606969750,753,12138,480,43,619,12141,720,53
1606969752,753,12143,480,43,622,12147,720,54
1606969754,753,12136,480,43,621,12140,720,54
1606969756,753,12148,480,43,620,12151,720,53
1606969758,753,12141,480,43,613,12144,720,53
1606969760,753,12152,480,43,618,12156,720,53
1606969762,751,12139,480,43,613,12143,720,53
1606969764,753,12150,480,43,614,12153,720,53
1606969766,751,12137,480,43,613,12140,720,53
1606969768,751,12144,480,43,619,12148,720,53
1606969770,753,12148,480,43,622,12151,720,54
1606969772,750,12132,480,43,610,12135,760,56
1606969774,751,12147,480,43,619,12151,760,56
1606969776,750,12139,480,43,616,12142,760,56
1606969778,751,12161,480,43,611,12164,760,56
1606969780,750,12139,480,43,616,12143,760,56
1606969782,751,12151,480,43,617,12155,760,56
1606969784,750,12140,480,43,614,12144,760,56
1606969786,748,12147,480,43,615,12150,760,56
1606969788,748,12133,480,43,608,12137,760,55
1606969790,750,12149,480,43,612,12153,760,56
1606969792,748,12145,480,43,616,12148,760,56
1606969794,750,12152,480,43,614,12156,760,56
1606969796,748,12139,480,43,614,12143,760,56
1606969798,748,12144,480,43,613,12148,760,56
1606969800,746,12137,480,43,620,12141,760,57
1606969802,746,12142,480,43,610,12146,760,56
1606969804,746,12135,480,43,621,12139,760,57
1606969806,746,12144,480,43,616,12147,760,56
1606969808,746,12145,480,43,619,12148,760,56
1606969810,748,12153,480,43,613,12156,760,56
1606969812,744,12142,480,43,617,12145,760,56
1606969814,746,12150,480,43,616,12154,760,56
1606969816,758,12045,480,43,623,12049,760,56
1606969818,756,12048,480,43,618,12051,760,56
1606969820,756,12039,480,43,608,12042,760,55
1606969822,758,12051,480,43,612,12055,760,55
1606969824,756,12045,480,43,608,12048,760,55
1606969826,756,12053,480,43,629,12056,760,57
1606969828,755,12041,480,43,622,12044,760,56
1606969830,756,12050,480,43,626,12054,760,56
1606969832,755,12041,480,43,625,12045,720,53
1606969834,776,12048,480,44,608,12052,720,52
1606969836,774,12037,480,44,606,12040,720,52
1606969838,776,12046,480,44,612,12050,720,52
1606969840,774,12040,480,44,615,12044,720,52
1606969842,778,12066,480,44,621,12070,720,53
1606969844,774,12044,480,44,622,12047,720,53
1606969846,774,12046,480,44,609,12049,720,52
1606969848,773,12038,480,44,607,12041,720,52
1606969850,774,12047,480,44,608,12051,720,52
1606969852,773,12034,480,44,607,12037,720,52
1606969854,739,12133,480,42,609,12136,720,52
1606969856,738,12129,480,42,618,12133,720,53
1606969858,739,12140,480,42,614,12143,720,53
1606969860,738,12127,480,42,618,12131,720,53
1606969862,739,12139,480,42,608,12142,720,52
1606969864,780,12128,480,45,614,12131,720,53
1606969866,782,12139,480,45,609,12142,720,52
1606969868,778,12134,480,45,615,12138,720,53
1606969870,780,12138,480,45,616,12141,720,53
1606969872,780,12137,480,45,602,12141,760,55
1606969874,778,12126,480,45,602,12129,760,55
1606969876,782,12143,480,45,598,12146,760,55
1606969878,780,12128,480,45,594,12131,760,54
1606969880,780,12139,480,45,601,12142,760,55
1606969882,778,12130,480,45,602,12133,760,55
1606969884,778,12139,480,45,590,12142,840,59
1606969886,776,12126,480,45,596,12129,840,60
1606969888,780,12136,480,45,592,12139,760,54
1606969890,778,12124,480,45,598,12127,760,55
1606969892,780,12143,480,45,607,12146,760,55
1606969894,778,12131,480,45,593,12134,800,57
1606969896,778,12140,480,45,597,12143,800,57
1606969898,776,12136,480,45,601,12140,760,55
1606969900,778,12144,480,45,597,12148,760,54
1606969902,776,12135,480,45,598,12138,760,55
1606969904,776,12144,480,45,603,12147,760,55
1606969906,774,12126,480,44,606,12129,760,55
1606969908,776,12140,480,45,594,12143,800,57
1606969910,774,12137,480,44,590,12140,800,57
1606969912,776,12142,480,45,606,12145,760,55
1606969914,776,12132,480,45,600,12135,760,55
1606969916,774,12136,480,44,598,12139,760,55
1606969918,774,12129,480,44,599,12132,760,55
1606969920,766,12037,480,43,598,12041,760,54
1606969922,764,12028,480,43,598,12032,760,54
1606969924,766,12043,480,43,601,12046,760,54
1606969926,766,12032,480,43,601,12035,760,54
1606969928,766,12045,480,43,601,12048,760,54
1606969930,764,12038,480,43,600,12041,760,54
1606969932,766,12041,480,43,597,12044,760,54
1606969934,764,12033,480,43,594,12036,760,54
1606969936,764,12036,480,43,596,12039,760,54
1606969938,764,12034,480,43,597,12037,760,54
1606969940,764,12037,480,43,598,12040,760,54
1606969942,762,12031,480,43,597,12035,760,54
1606969944,762,12039,480,43,601,12043,760,54
1606969946,760,12026,480,43,604,12030,760,54
1606969948,762,12040,480,43,598,12043,760,54
1606969950,762,12032,480,43,594,12036,760,54
1606969952,762,12039,480,43,592,12042,760,53
1606969954,760,12029,480,43,592,12032,760,53
1606969956,762,12042,480,43,590,12046,760,53
1606969958,760,12026,480,43,590,12030,760,53
1606969960,769,12137,480,44,588,12140,760,54
1606969962,769,12130,480,44,590,12134,760,54
1606969964,771,12137,480,44,589,12140,760,54
1606969966,769,12127,480,44,588,12131,760,54
1606969968,769,12146,480,44,583,12150,760,53
1606969970,769,12136,480,44,583,12139,760,53
1606969972,767,12145,480,44,601,12148,720,52
1606969974,769,12142,480,44,585,12146,760,53
1606969976,767,12130,480,44,585,12133,760,53
1606969978,769,12140,480,44,587,12144,760,54
1606969980,767,12129,480,44,591,12132,760,54
1606969982,767,12136,480,44,590,12139,760,54
1606969984,766,12119,480,44,583,12122,760,53
1606969986,766,12129,480,44,587,12133,760,54
1606969988,766,12124,480,44,602,12128,720,52
1606969990,766,12131,480,44,595,12134,760,54
1606969992,766,12125,480,44,591,12128,760,54
1606969994,766,12134,480,44,587,12138,760,54
1606969996,764,12125,480,44,597,12128,760,54
1606969998,764,12131,480,44,602,12134,720,52
1606970000,764,12122,480,44,588,12125,760,54
1606970002,766,12137,480,44,604,12141,720,52
1606970004,764,12125,480,44,584,12128,760,53
1606970006,764,12130,480,44,585,12133,760,53
1606970008,762,12129,480,44,601,12133,720,52
1606970010,762,12138,480,44,604,12142,720,52
1606970012,762,12127,480,44,597,12130,760,54
1606970014,762,12136,480,44,601,12139,760,55
1606970016,762,12127,480,44,603,12131,760,55
1606970018,762,12137,480,44,598,12141,760,55
1606970020,760,12131,480,44,596,12134,760,54
1606970022,762,12136,480,44,595,12139,760,54
1606970024,760,12124,480,44,596,12128,760,54
1606970026,760,12131,480,44,596,12135,760,54
1606970028,760,12124,480,44,593,12127,760,54
1606970030,762,12141,480,44,598,12144,760,55
1606970032,797,12032,440,41,599,12036,760,54
1606970034,797,12043,440,41,599,12046,760,54
1606970036,797,12037,440,41,597,12040,760,54
1606970038,797,12046,440,42,594,12050,760,54
1606970040,795,12037,440,41,595,12041,760,54
1606970042,797,12048,440,42,593,12052,760,53
1606970044,795,12038,440,41,596,12041,760,54
1606970046,795,12047,440,42,596,12050,760,54
1606970048,793,12038,440,41,598,12042,760,54
1606970050,795,12052,440,42,597,12056,760,54
1606970052,795,12042,440,41,597,12045,760,54
1606970054,793,12050,440,42,594,12053,760,54
1606970056,795,12044,440,41,596,12047,760,54
1606970058,795,12047,440,42,592,12050,760,53
1606970060,793,12038,440,41,593,12041,760,53
1606970062,793,12046,440,42,587,12049,760,53
1606970064,793,12040,440,41,595,12044,760,54
1606970066,795,12051,440,42,595,12054,760,54
1606970068,758,12133,480,43,601,12137,760,55
1606970070,758,12136,480,43,596,12139,760,54
1606970072,757,12129,480,43,600,12132,720,52
1606970074,758,12138,480,43,602,12141,720,52
1606970076,777,12128,440,41,600,12132,720,52
1606970078,779,12126,440,41,600,12129,720,52
1606970080,757,12136,480,43,600,12140,720,52
1606970082,757,12131,480,43,601,12134,720,52
1606970084,757,12142,480,43,585,12145,760,53
1606970086,777,12128,440,41,606,12132,720,52
1606970088,777,12137,440,41,600,12140,720,52
1606970090,777,12135,440,41,583,12138,760,53
1606970092,779,12144,440,41,601,12147,720,52
1606970094,775,12131,440,41,601,12135,720,52
1606970096,777,12143,440,41,604,12146,720,52
1606970098,775,12144,440,41,600,12147,720,52
1606970100,777,12147,440,41,598,12150,760,55
1606970102,777,12140,440,41,588,12144,760,54
1606970104,777,12150,440,41,587,12153,760,54
1606970106,777,12144,440,41,591,12147,760,54
1606970108,777,12145,440,41,589,12148,760,54
1606970110,775,12135,440,41,599,12139,720,52
1606970112,775,12138,440,41,599,12141,720,52
1606970114,773,12132,440,40,600,12135,720,52
1606970116,775,12146,440,41,604,12150,720,52
1606970118,773,12142,440,40,587,12145,760,54
1606970120,775,12154,440,41,607,12157,720,52
1606970122,773,12141,440,40,605,12144,720,52
1606970124,773,12148,440,40,599,12151,720,52
1606970126,772,12136,440,40,602,12139,720,52
1606970128,772,12145,440,40,600,12148,720,52
1606970130,772,12136,440,40,599,12139,720,52
1606970132,772,12142,440,40,602,12145,720,52
1606970134,785,12033,440,40,592,12036,760,53
1606970136,785,12046,440,41,597,12050,760,54
1606970138,785,12041,440,40,599,12045,760,54
1606970140,787,12055,440,41,595,12058,760,54
1606970142,784,12039,440,40,591,12043,760,53
1606970144,785,12048,440,41,599,12052,760,54
1606970146,784,12038,440,40,589,12041,760,53
1606970148,785,12046,440,41,593,12050,760,53
1606970150,784,12039,440,40,589,12042,760,53
1606970152,785,12056,440,41,596,12059,760,54
1606970154,784,12049,440,41,596,12053,760,54
1606970156,785,12056,440,41,595,12059,760,54
1606970158,784,12047,440,41,592,12051,760,53
1606970160,784,12061,440,41,588,12064,760,53
1606970162,782,12049,440,41,591,12053,760,53
1606970164,784,12053,440,41,589,12056,760,53
1606970166,782,12051,440,41,594,12054,760,54
1606970168,784,12058,440,41,591,12061,760,53
1606970170,785,12058,440,41,596,12061,760,54
1606970172,770,12162,440,40,598,12165,760,55
1606970174,770,12148,440,40,595,12151,760,54
1606970176,770,12161,440,40,594,12165,760,54
1606970178,768,12155,440,40,592,12159,760,54
1606970180,768,12153,440,40,593,12157,760,54
1606970182,768,12162,440,40,591,12166,760,54
1606970184,768,12158,440,40,595,12162,760,54
1606970186,770,12170,440,40,596,12174,760,54
1606970188,768,12159,440,40,598,12163,760,55
1606970190,768,12165,440,40,598,12169,760,55
1606970192,766,12157,440,40,596,12161,760,54
1606970194,766,12161,440,40,599,12164,720,52
1606970196,766,12157,440,40,600,12160,720,52
1606970198,766,12165,440,40,599,12168,720,52
1606970200,762,12149,440,40,840,12152,1280,130
1606970202,762,12159,440,40,882,12163,1360,145
1606970204,761,12149,440,40,898,12153,1440,157
1606970206,762,12157,440,40,902,12161,1480,161
1606970208,761,12150,440,40,906,12154,1480,162
1606970210,761,12161,440,40,903,12165,1480,162
1606970212,761,12147,440,40,901,12150,1480,161
1606970214,759,12159,440,40,902,12163,1480,162
1606970216,759,12147,440,40,908,12150,1480,162
1606970218,761,12160,440,40,909,12163,1480,163
1606970220,759,12150,440,40,907,12154,1480,162
1606970222,759,12156,440,40,909,12159,1480,162
1606970224,757,12142,440,40,909,12145,1480,162
1606970226,759,12152,440,40,912,12155,1480,163
1606970228,757,12147,440,40,903,12150,1480,161
1606970230,757,12157,440,40,904,12160,1480,161
1606970232,759,12154,440,40,905,12157,1480,161
1606970234,757,12153,440,40,904,12157,1480,161
1606970236,757,12144,440,40,905,12147,1480,161
1606970238,757,12151,440,40,903,12154,1480,161
1606970240,755,12146,440,40,908,12149,1480,162
1606970242,768,12049,440,40,912,12053,1480,162
1606970244,768,12048,440,40,911,12051,1480,162
1606970246,770,12057,440,40,909,12060,1480,161
1606970248,765,12049,440,40,910,12052,1480,161
1606970250,767,12054,440,40,913,12057,1480,162
1606970252,789,12048,440,41,905,12051,1520,165
1606970254,791,12059,440,41,903,12063,1520,165
1606970256,789,12047,440,41,908,12050,1520,166
1606970258,791,12059,440,41,908,12062,1520,166
1606970260,789,12043,440,41,908,12046,1520,166
1606970262,789,12048,440,41,907,12052,1520,165
1606970264,787,12041,440,40,908,12044,1520,166
1606970266,789,12051,440,41,908,12054,1520,166
1606970268,787,12040,440,40,908,12043,1520,166
1606970270,789,12058,440,41,904,12061,1560,169
1606970272,787,12045,440,40,909,12048,1520,166
1606970274,789,12059,440,41,907,12062,1560,170
1606970276,789,12051,440,41,906,12054,1560,170
1606970278,789,12061,440,41,906,12064,1560,170
1606970280,750,12145,440,39,907,12148,1520,166
1606970282,750,12155,440,39,910,12158,1520,167
1606970284,750,12152,440,39,911,12155,1520,167
1606970286,748,12138,440,39,907,12142,1520,166
1606970288,748,12148,440,39,911,12151,1520,167
1606970290,750,12150,440,39,910,12153,1520,167
1606970292,751,12165,440,39,912,12169,1520,167
1606970294,750,12158,440,39,905,12161,1560,171
1606970296,750,12165,440,39,910,12168,1520,167
1606970298,750,12153,440,39,906,12156,1520,166
1606970300,748,12163,440,39,907,12166,1520,166
1606970302,748,12147,440,39,909,12151,1520,167
1606970304,748,12156,440,39,908,12159,1520,167
1606970306,748,12151,440,39,906,12154,1520,166
1606970308,750,12161,440,39,911,12164,1520,167
1606970310,748,12149,440,39,910,12153,1520,167
1606970312,748,12163,440,39,909,12166,1520,167
1606970314,746,12150,440,39,910,12153,1520,167
1606970316,748,12157,440,39,916,12161,1480,163
1606970318,746,12151,440,39,908,12155,1520,167
1606970320,746,12154,440,39,914,12158,1480,163
1606970322,746,12152,440,39,912,12155,1480,163
1606970324,748,12166,440,39,908,12169,1520,167
1606970326,746,12147,440,39,911,12151,1480,163
1606970328,746,12158,440,39,909,12161,1480,162
1606970330,746,12149,440,39,905,12153,1480,161
1606970332,746,12159,440,39,916,12162,1480,163
1606970334,744,12146,440,39,915,12149,1480,163
1606970336,746,12159,440,39,913,12162,1480,163
1606970338,746,12154,440,39,913,12157,1480,163
1606970340,746,12165,440,39,909,12168,1480,163
1606970342,789,12148,440,41,908,12151,1480,162
1606970344,791,12157,440,41,905,12160,1480,161
1606970346,789,12148,440,41,904,12152,1480,161
1606970348,791,12156,440,41,903,12159,1480,161
1606970350,779,12045,440,40,906,12048,1480,161
1606970352,779,12061,440,41,907,12064,1480,161
1606970354,781,12052,440,41,911,12056,1440,157
1606970356,781,12062,440,41,909,12066,1440,157
1606970358,779,12056,440,41,909,12060,1440,157
1606970360,779,12064,440,41,910,12068,1440,157
1606970362,777,12054,440,41,910,12057,1440,157
1606970364,779,12060,440,41,908,12064,1440,157
1606970366,777,12052,440,41,903,12055,1440,156
1606970368,779,12063,440,41,901,12066,1440,155
1606970370,777,12055,440,41,901,12059,1440,155
1606970372,777,12065,440,41,900,12068,1440,155
1606970374,777,12060,440,41,906,12063,1480,161
1606970376,777,12070,440,41,897,12074,1480,159
1606970378,775,12057,440,41,907,12061,1480,161
1606970380,777,12069,440,41,897,12072,1480,159
1606970382,792,12065,480,45,896,12069,1480,159
1606970384,802,12077,480,45,893,12081,1480,158
1606970386,802,12072,480,45,893,12075,1480,158
1606970388,787,12155,480,45,902,12159,1440,157
1606970390,788,12164,480,45,901,12167,1440,157
1606970392,788,12163,480,45,895,12167,1480,161
1606970394,788,12172,480,45,901,12175,1440,157
1606970396,852,12156,1280,132,893,12159,1480,159
1606970398,846,12171,1280,131,898,12174,1440,157
1606970400,844,12166,1280,130,899,12169,1440,157
1606970402,845,12173,1280,130,898,12177,1440,157
1606970404,844,12161,1280,130,898,12164,1440,157
1606970406,844,12160,1280,130,894,12163,1440,156
